#  Xs,Ys,Zs
-3.513839517398665890e+01,1.938585765973288488e+01,0.000000000000000000e+00
-3.526591559522663033e+01,1.928613778857994276e+01,0.000000000000000000e+00
-3.539257613153240101e+01,1.918594804273903520e+01,0.000000000000000000e+00
-3.551837889498828815e+01,1.908529216271416118e+01,0.000000000000000000e+00
-3.564332290895203670e+01,1.898417631843677356e+01,0.000000000000000000e+00
-3.576741031355724942e+01,1.888260414387314867e+01,0.000000000000000000e+00
-3.589064323706025306e+01,1.878057919757510774e+01,0.000000000000000000e+00
-3.601301975615071171e+01,1.867810836432347088e+01,0.000000000000000000e+00
-3.613454404705310452e+01,1.857519340291361942e+01,0.000000000000000000e+00
-3.625521423578418023e+01,1.847184111927073147e+01,0.000000000000000000e+00
-3.637503348677390136e+01,1.836805399972865160e+01,0.000000000000000000e+00
-3.649400097659869857e+01,1.826383791734073725e+01,0.000000000000000000e+00
-3.661211887708600443e+01,1.815919610718002986e+01,0.000000000000000000e+00
-3.672938836611256619e+01,1.805413261182380324e+01,0.000000000000000000e+00
-3.684580868489805994e+01,1.794865318970897050e+01,0.000000000000000000e+00
-3.696138201698061465e+01,1.784276091905852724e+01,0.000000000000000000e+00
-3.707610956671192071e+01,1.773645970114967696e+01,0.000000000000000000e+00
-3.718999158713724995e+01,1.762975428417637502e+01,0.000000000000000000e+00
-3.730302930260307193e+01,1.752264848155500943e+01,0.000000000000000000e+00
-3.741522299642732463e+01,1.741514696342313684e+01,0.000000000000000000e+00
-3.752657484600253923e+01,1.730725254489614784e+01,0.000000000000000000e+00
-3.763708514497624691e+01,1.719896980563253663e+01,0.000000000000000000e+00
-3.774675420873386145e+01,1.709030329406074245e+01,0.000000000000000000e+00
-3.785558329184732429e+01,1.698125660256466674e+01,0.000000000000000000e+00
-3.796357364601011142e+01,1.687183327500773800e+01,0.000000000000000000e+00
-3.807072561328507732e+01,1.676203774083439413e+01,0.000000000000000000e+00
-3.817704045546432212e+01,1.665187346116545442e+01,0.000000000000000000e+00
-3.828251853543822847e+01,1.654134479200250851e+01,0.000000000000000000e+00
-3.838716201098419134e+01,1.643045416647679957e+01,0.000000000000000000e+00
-3.849096948133341556e+01,1.631920775698988280e+01,0.000000000000000000e+00
-3.859394486809105018e+01,1.620760601093069297e+01,0.000000000000000000e+00
-3.869608592288453508e+01,1.609565599288991322e+01,0.000000000000000000e+00
-3.879739567047695203e+01,1.598335900951247623e+01,0.000000000000000000e+00
-3.889787364725180652e+01,1.587072015821395787e+01,0.000000000000000000e+00
-3.899752198492330990e+01,1.575774161058686218e+01,0.000000000000000000e+00
-3.909634024442890166e+01,1.564442840346583097e+01,0.000000000000000000e+00
-3.919432970492366763e+01,1.553078360333705454e+01,0.000000000000000000e+00
-3.929149080185968046e+01,1.541681121616846539e+01,0.000000000000000000e+00
-3.938782563885498433e+01,1.530251324628791565e+01,0.000000000000000000e+00
-3.948333382040091522e+01,1.518789461238734262e+01,0.000000000000000000e+00
-3.957801580342457015e+01,1.507295922690405732e+01,0.000000000000000000e+00
-3.967187367447288437e+01,1.495770897825222434e+01,0.000000000000000000e+00
-3.976490787767119883e+01,1.484214770258235916e+01,0.000000000000000000e+00
-3.985711807268443607e+01,1.472628021591781255e+01,0.000000000000000000e+00
-3.994850632477077568e+01,1.461010829373952369e+01,0.000000000000000000e+00
-4.003907309284244320e+01,1.449363568296492488e+01,0.000000000000000000e+00
-4.012881884619870476e+01,1.437686610498943018e+01,0.000000000000000000e+00
-4.021774483499179098e+01,1.425980223515833423e+01,0.000000000000000000e+00
-4.030585076473042250e+01,1.414244875785477973e+01,0.000000000000000000e+00
-4.039313864995517633e+01,1.402480726338253270e+01,0.000000000000000000e+00
-4.047960820797883486e+01,1.390688238305225077e+01,0.000000000000000000e+00
-4.056526068085447889e+01,1.378867666820672433e+01,0.000000000000000000e+00
-4.065009729325016252e+01,1.367019263210250379e+01,0.000000000000000000e+00
-4.073411778691605178e+01,1.355143483365760382e+01,0.000000000000000000e+00
-4.081732266283865584e+01,1.343240677669598249e+01,0.000000000000000000e+00
-4.089971386847055612e+01,1.331310984475163828e+01,0.000000000000000000e+00
-4.098129188005322021e+01,1.319354747475072642e+01,0.000000000000000000e+00
-4.106205647349877808e+01,1.307372413567124880e+01,0.000000000000000000e+00
-4.114200885718440048e+01,1.295364217044534527e+01,0.000000000000000000e+00
-4.122114952561049250e+01,1.283330494783164433e+01,0.000000000000000000e+00
-4.129947966593989150e+01,1.271271474971279503e+01,0.000000000000000000e+00
-4.137699908306554875e+01,1.259187595862594122e+01,0.000000000000000000e+00
-4.145370963520990415e+01,1.247078973538507363e+01,0.000000000000000000e+00
-4.152961113006055172e+01,1.234946041602775857e+01,0.000000000000000000e+00
-4.160470406673501742e+01,1.222789125064511495e+01,0.000000000000000000e+00
-4.167898960271060815e+01,1.210608438818162114e+01,0.000000000000000000e+00
-4.175246822495898869e+01,1.198404302754733131e+01,0.000000000000000000e+00
-4.182514042379031594e+01,1.186177034700806487e+01,0.000000000000000000e+00
-4.189700669258658650e+01,1.173926950437481231e+01,0.000000000000000000e+00
-4.196806815547585501e+01,1.161654254554327714e+01,0.000000000000000000e+00
-4.203832466996853157e+01,1.149359367394015763e+01,0.000000000000000000e+00
-4.210777735169479286e+01,1.137042488994035772e+01,0.000000000000000000e+00
-4.217642729164643356e+01,1.124703816309840931e+01,0.000000000000000000e+00
-4.224427375196484036e+01,1.112343874121271270e+01,0.000000000000000000e+00
-4.231131902268879230e+01,1.099962634708664133e+01,0.000000000000000000e+00
-4.237756178739924451e+01,1.087560730170576662e+01,0.000000000000000000e+00
-4.244300429814504128e+01,1.075138127414185973e+01,0.000000000000000000e+00
-4.250764585486898284e+01,1.062695345094010158e+01,0.000000000000000000e+00
-4.257148751493311778e+01,1.050232567308459508e+01,0.000000000000000000e+00
-4.263452974805301210e+01,1.037750087189143677e+01,0.000000000000000000e+00
-4.269677357816216556e+01,1.025248083976337021e+01,0.000000000000000000e+00
-4.275821890704774120e+01,1.012726958898866592e+01,0.000000000000000000e+00
-4.281886674443835972e+01,1.000186887228102606e+01,0.000000000000000000e+00
-4.287871700453868584e+01,9.876282672672937579e+00,0.000000000000000000e+00
-4.293777068197741187e+01,9.750512704128391661e+00,0.000000000000000000e+00
-4.299602822283585368e+01,9.624561787781887645e+00,0.000000000000000000e+00
-4.305349007187848542e+01,9.498432728458643837e+00,0.000000000000000000e+00
-4.311015667235208326e+01,9.372128314881207345e+00,0.000000000000000000e+00
-4.316602846578959429e+01,9.245651319873037011e+00,0.000000000000000000e+00
-4.322110638474698874e+01,9.119003358116220426e+00,0.000000000000000000e+00
-4.327539036010702489e+01,8.992188309308927430e+00,0.000000000000000000e+00
-4.332888082707992794e+01,8.865208899920620667e+00,0.000000000000000000e+00
-4.338157869074358786e+01,8.738066692397310931e+00,0.000000000000000000e+00
-4.343348389507904272e+01,8.610765528030981386e+00,0.000000000000000000e+00
-4.348459732588002424e+01,8.483306935680968053e+00,0.000000000000000000e+00
-4.353491893499733578e+01,8.355694731954436349e+00,0.000000000000000000e+00
-4.358445003296898079e+01,8.227929255912844297e+00,0.000000000000000000e+00
-4.363319012026628485e+01,8.100015453422727774e+00,0.000000000000000000e+00
-4.368114004190790922e+01,7.971954789180261791e+00,0.000000000000000000e+00
-4.372830018751245973e+01,7.843749869655761486e+00,0.000000000000000000e+00
-4.377467094280891047e+01,7.715403288134184301e+00,0.000000000000000000e+00
-4.382025227936547651e+01,7.586918791668863626e+00,0.000000000000000000e+00
-4.386504540184454726e+01,7.458296616148216707e+00,0.000000000000000000e+00
-4.390905026631539698e+01,7.329540481475706137e+00,0.000000000000000000e+00
-4.395226724140583485e+01,7.200652930332856805e+00,0.000000000000000000e+00
-4.399469669109694081e+01,7.071636493287754455e+00,0.000000000000000000e+00
-4.403633934985962384e+01,6.942492513509249896e+00,0.000000000000000000e+00
-4.407719481440911125e+01,6.813225847332700980e+00,0.000000000000000000e+00
-4.411726381620061943e+01,6.683837816469007542e+00,0.000000000000000000e+00
-4.415654705352472575e+01,6.554329724819664804e+00,0.000000000000000000e+00
-4.419504449673078739e+01,6.424705222884192324e+00,0.000000000000000000e+00
-4.423275647899851037e+01,6.294966773191854159e+00,0.000000000000000000e+00
-4.426968366117797160e+01,6.165115642716334499e+00,0.000000000000000000e+00
-4.430582569160910822e+01,6.035156641475131423e+00,0.000000000000000000e+00
-4.434118354582069799e+01,5.905089829546508184e+00,0.000000000000000000e+00
-4.437575720063754403e+01,5.774918813453220778e+00,0.000000000000000000e+00
-4.440954696007816693e+01,5.644646005038979730e+00,0.000000000000000000e+00
-4.444255312198448848e+01,5.514273806649709009e+00,0.000000000000000000e+00
-4.447477597791198178e+01,5.383804611353991909e+00,0.000000000000000000e+00
-4.450621609698877990e+01,5.253239608612953582e+00,0.000000000000000000e+00
-4.453687318288410779e+01,5.122583561461738100e+00,0.000000000000000000e+00
-4.456674806852271331e+01,4.991836446180159648e+00,0.000000000000000000e+00
-4.459584073529035919e+01,4.861001815583773755e+00,0.000000000000000000e+00
-4.462415144174509152e+01,4.730082019764412671e+00,0.000000000000000000e+00
-4.465168043955696930e+01,4.599079400865084821e+00,0.000000000000000000e+00
-4.467842797341721450e+01,4.467996293301767174e+00,0.000000000000000000e+00
-4.470439428094987022e+01,4.336835023985895710e+00,0.000000000000000000e+00
-4.472957959262606664e+01,4.205597912547301753e+00,0.000000000000000000e+00
-4.475398391144363330e+01,4.074288476152816862e+00,0.000000000000000000e+00
-4.477760790089804743e+01,3.942906612304007741e+00,0.000000000000000000e+00
-4.480045133614840580e+01,3.811457030210684493e+00,0.000000000000000000e+00
-4.482251483741885778e+01,3.679939610543013107e+00,0.000000000000000000e+00
-4.484379819327871530e+01,3.548359053662403451e+00,0.000000000000000000e+00
-4.486430161097689506e+01,3.416717642692809420e+00,0.000000000000000000e+00
-4.488402564524809435e+01,3.285015235116359733e+00,0.000000000000000000e+00
-4.490296993386929358e+01,3.153257729769634476e+00,0.000000000000000000e+00
-4.492113517224779429e+01,3.021443761014192653e+00,0.000000000000000000e+00
-4.493852118143467322e+01,2.889578009718327678e+00,0.000000000000000000e+00
-4.495512812971964678e+01,2.757662732007508222e+00,0.000000000000000000e+00
-4.497095631936264937e+01,2.625698965833009879e+00,0.000000000000000000e+00
-4.498600588126673472e+01,2.493688956151233871e+00,0.000000000000000000e+00
-4.500027668293554228e+01,2.361637372938956592e+00,0.000000000000000000e+00
-4.501376912294383459e+01,2.229544026120525935e+00,0.000000000000000000e+00
-4.502648319445055591e+01,2.097412364357658543e+00,0.000000000000000000e+00
-4.503841901720989682e+01,1.965244618655222375e+00,0.000000000000000000e+00
-4.504957670273352477e+01,1.833043016589704033e+00,0.000000000000000000e+00
-4.505995644619074625e+01,1.700808565534520422e+00,0.000000000000000000e+00
-4.506955815147176025e+01,1.568545920498929380e+00,0.000000000000000000e+00
-4.507838200422995101e+01,1.436256083550431439e+00,0.000000000000000000e+00
-4.508642808265427959e+01,1.303941270812145836e+00,0.000000000000000000e+00
-4.509369645652749625e+01,1.171603696109452475e+00,0.000000000000000000e+00
-4.510018713102417820e+01,1.039246789827807493e+00,0.000000000000000000e+00
-4.510590022953007860e+01,9.068715437079943875e-01,0.000000000000000000e+00
-4.511083579647145569e+01,7.744801659460451848e-01,0.000000000000000000e+00
-4.511499383307496913e+01,6.420760825772824365e-01,0.000000000000000000e+00
-4.511837441579125851e+01,5.096602802837892909e-01,0.000000000000000000e+00
-4.512097754313816012e+01,3.772361831450229408e-01,0.000000000000000000e+00
-4.512280324697118061e+01,2.448059952764191360e-01,0.000000000000000000e+00
-4.512385155668422243e+01,1.123707005282200411e-01,0.000000000000000000e+00
-4.512412246666291793e+01,-2.006627853725276994e-02,0.000000000000000000e+00
-4.512361598313949429e+01,-1.525027390531593086e-01,0.000000000000000000e+00
-4.512233210380009041e+01,-2.849364781469359009e-01,0.000000000000000000e+00
-4.512027081778619930e+01,-4.173652927135722002e-01,0.000000000000000000e+00
-4.511743210569862583e+01,-5.497869791889183899e-01,0.000000000000000000e+00
-4.511381593960403080e+01,-6.821993333230305101e-01,0.000000000000000000e+00
-4.510942228304392643e+01,-8.146001499533710444e-01,0.000000000000000000e+00
-4.510425109104626529e+01,-9.469872227782681895e-01,0.000000000000000000e+00
-4.509830236848463159e+01,-1.079357125575166609e+00,0.000000000000000000e+00
-4.509157600936813992e+01,-1.211708868184619758e+00,0.000000000000000000e+00
-4.508407201592789448e+01,-1.344039021644316323e+00,0.000000000000000000e+00
-4.507579025095107994e+01,-1.476346591574138056e+00,0.000000000000000000e+00
-4.506673071410625653e+01,-1.608628145492183803e+00,0.000000000000000000e+00
-4.505689323705782101e+01,-1.740882683765998529e+00,0.000000000000000000e+00
-4.504627781701102407e+01,-1.873106769614652167e+00,0.000000000000000000e+00
-4.503488425462780498e+01,-2.005299397122060512e+00,0.000000000000000000e+00
-4.502271266030982844e+01,-2.137455908939119187e+00,0.000000000000000000e+00
-4.500976270260080270e+01,-2.269576508376004220e+00,0.000000000000000000e+00
-4.499603437414801732e+01,-2.401657747813164434e+00,0.000000000000000000e+00
-4.498152755100825573e+01,-2.533697391949741196e+00,0.000000000000000000e+00
-4.496624224518347290e+01,-2.665691988392513867e+00,0.000000000000000000e+00
-4.495017803541866641e+01,-2.797641720886497652e+00,0.000000000000000000e+00
-4.493333491042086081e+01,-2.929543127959934434e+00,0.000000000000000000e+00
-4.491571287941726354e+01,-3.061392746241870633e+00,0.000000000000000000e+00
-4.489731162696281075e+01,-3.193189531365953737e+00,0.000000000000000000e+00
-4.487813098094471087e+01,-3.324931221398144565e+00,0.000000000000000000e+00
-4.485817076141335491e+01,-3.456615549161845991e+00,0.000000000000000000e+00
-4.483743097460748572e+01,-3.588239034034062414e+00,0.000000000000000000e+00
-4.481591124534976700e+01,-3.719800607402529824e+00,0.000000000000000000e+00
-4.479361157873132981e+01,-3.851296778907320029e+00,0.000000000000000000e+00
-4.477053157010849560e+01,-3.982726466324526982e+00,0.000000000000000000e+00
-4.474667122368489913e+01,-4.114086168785958897e+00,0.000000000000000000e+00
-4.472203010564898307e+01,-4.245374789433133067e+00,0.000000000000000000e+00
-4.469660821959633523e+01,-4.376588816122629844e+00,0.000000000000000000e+00
-4.467040510286778243e+01,-4.507727136339884311e+00,0.000000000000000000e+00
-4.464342075875072169e+01,-4.638786225898533289e+00,0.000000000000000000e+00
-4.461565495391214142e+01,-4.769763756621106410e+00,0.000000000000000000e+00
-4.458710744797037506e+01,-4.900657392815582547e+00,0.000000000000000000e+00
-4.455777772160567451e+01,-5.031465987694773823e+00,0.000000000000000000e+00
-4.452766577845368090e+01,-5.162185990788061396e+00,0.000000000000000000e+00
-4.449677135754443924e+01,-5.292815042431743500e+00,0.000000000000000000e+00
-4.446509419123074025e+01,-5.423350774559566823e+00,0.000000000000000000e+00
-4.443263400528747553e+01,-5.553790810481347151e+00,0.000000000000000000e+00
-4.439939021175553790e+01,-5.684133954881898987e+00,0.000000000000000000e+00
-4.436536313103935214e+01,-5.814375431340412348e+00,0.000000000000000000e+00
-4.433055184825773409e+01,-5.944515214966543226e+00,0.000000000000000000e+00
-4.429495637119719476e+01,-6.074549702051009525e+00,0.000000000000000000e+00
-4.425857639434602930e+01,-6.204476469377981473e+00,0.000000000000000000e+00
-4.422141160626806311e+01,-6.334293083785900613e+00,0.000000000000000000e+00
-4.418346168972109211e+01,-6.463997101948010915e+00,0.000000000000000000e+00
-4.414472596535873805e+01,-6.593587250049226967e+00,0.000000000000000000e+00
-4.410520481053232800e+01,-6.723058702382976648e+00,0.000000000000000000e+00
-4.406489717149477059e+01,-6.852411341940848999e+00,0.000000000000000000e+00
-4.402380344285251113e+01,-6.981640327566521087e+00,0.000000000000000000e+00
-4.398192253241209215e+01,-7.110745513421340647e+00,0.000000000000000000e+00
-4.393925446116475086e+01,-7.239723213850459693e+00,0.000000000000000000e+00
-4.389579887479172982e+01,-7.368570908169248312e+00,0.000000000000000000e+00
-4.385155500894570224e+01,-7.497287231798074991e+00,0.000000000000000000e+00
-4.380652289130048160e+01,-7.625868468365116115e+00,0.000000000000000000e+00
-4.376070215371414207e+01,-7.754312060728135059e+00,0.000000000000000000e+00
-4.371409242372440218e+01,-7.882615439194149864e+00,0.000000000000000000e+00
-4.366669289167451495e+01,-8.010777181820593285e+00,0.000000000000000000e+00
-4.361850359610612315e+01,-8.138793528747987338e+00,0.000000000000000000e+00
-4.356952415254259847e+01,-8.266661871251528737e+00,0.000000000000000000e+00
-4.351975371905043488e+01,-8.394380741759807307e+00,0.000000000000000000e+00
-4.346919188323931849e+01,-8.521947498376929886e+00,0.000000000000000000e+00
-4.341783869694936016e+01,-8.649358334757952349e+00,0.000000000000000000e+00
-4.336569328754371355e+01,-8.776611735407621850e+00,0.000000000000000000e+00
-4.331275523317645337e+01,-8.903705015828588643e+00,0.000000000000000000e+00
-4.325902410920701158e+01,-9.030635476870010336e+00,0.000000000000000000e+00
-4.320449998338701647e+01,-9.157399262740510082e+00,0.000000000000000000e+00
-4.314918194470746471e+01,-9.283994790616810988e+00,0.000000000000000000e+00
-4.309306905252122988e+01,-9.410420453488695713e+00,0.000000000000000000e+00
-4.303616136784168589e+01,-9.536672349723991360e+00,0.000000000000000000e+00
-4.297845845480814120e+01,-9.662747703772760488e+00,0.000000000000000000e+00
-4.291995987588776273e+01,-9.788643724183227590e+00,0.000000000000000000e+00
-4.286066465614822363e+01,-9.914358731234043987e+00,0.000000000000000000e+00
-4.280057287766219076e+01,-1.003988876834339727e+01,0.000000000000000000e+00
-4.273968354962299543e+01,-1.016523211795887960e+01,0.000000000000000000e+00
-4.267799620955190676e+01,-1.029038591537223724e+01,0.000000000000000000e+00
-4.261551039438047894e+01,-1.041534727875751898e+01,0.000000000000000000e+00
-4.255222621041541942e+01,-1.054011219363620455e+01,0.000000000000000000e+00
-4.248814206128869131e+01,-1.066467997660603828e+01,0.000000000000000000e+00
-4.242325746326256564e+01,-1.078904768548426496e+01,0.000000000000000000e+00
-4.235757311278936754e+01,-1.091321014508885767e+01,0.000000000000000000e+00
-4.229108677741381683e+01,-1.103716770721646867e+01,0.000000000000000000e+00
-4.222379916162919500e+01,-1.116091516271367112e+01,0.000000000000000000e+00
-4.215570919451092635e+01,-1.128445060337762840e+01,0.000000000000000000e+00
-4.208681639634022531e+01,-1.140777099465632993e+01,0.000000000000000000e+00
-4.201711966562146472e+01,-1.153087437653339542e+01,0.000000000000000000e+00
-4.194661913596156921e+01,-1.165375657670006149e+01,0.000000000000000000e+00
-4.187531369642641721e+01,-1.177641559050346665e+01,0.000000000000000000e+00
-4.180320349828004822e+01,-1.189884721197921458e+01,0.000000000000000000e+00
-4.173028677240575490e+01,-1.202105047294662477e+01,0.000000000000000000e+00
-4.165656366892083184e+01,-1.214302112418247503e+01,0.000000000000000000e+00
-4.158203370449292180e+01,-1.226475598390067390e+01,0.000000000000000000e+00
-4.150669572964192611e+01,-1.238625292261929367e+01,0.000000000000000000e+00
-4.143054924843581688e+01,-1.250750870781983259e+01,0.000000000000000000e+00
-4.135359376896246175e+01,-1.262852008577187668e+01,0.000000000000000000e+00
-4.127582880361011775e+01,-1.274928378134540630e+01,0.000000000000000000e+00
-4.119725317366576434e+01,-1.286979755822953209e+01,0.000000000000000000e+00
-4.111786638146512018e+01,-1.299005808829150688e+01,0.000000000000000000e+00
-4.103766793458499507e+01,-1.311006202125332365e+01,0.000000000000000000e+00
-4.095665734613803011e+01,-1.322980598451115064e+01,0.000000000000000000e+00
-4.087483341346990073e+01,-1.334928763028434417e+01,0.000000000000000000e+00
-4.079219491428559508e+01,-1.346850457470754669e+01,0.000000000000000000e+00
-4.070874281052746824e+01,-1.358745127553692278e+01,0.000000000000000000e+00
-4.062447515882465865e+01,-1.370612634314278822e+01,0.000000000000000000e+00
-4.053939221354415423e+01,-1.382452523590050930e+01,0.000000000000000000e+00
-4.045349200113030008e+01,-1.394264649307636184e+01,0.000000000000000000e+00
-4.036677402495683964e+01,-1.406048654859501212e+01,0.000000000000000000e+00
-4.027923856310543727e+01,-1.417804078887726327e+01,0.000000000000000000e+00
-4.019088438217647763e+01,-1.429530662938311281e+01,0.000000000000000000e+00
-4.010171023236160437e+01,-1.441228144665355337e+01,0.000000000000000000e+00
-4.001171563331170233e+01,-1.452896156547566164e+01,0.000000000000000000e+00
-3.992090011443767850e+01,-1.464534328545006403e+01,0.000000000000000000e+00
-3.982926241732609896e+01,-1.476142388576804443e+01,0.000000000000000000e+00
-3.973680287738243777e+01,-1.487719860273412742e+01,0.000000000000000000e+00
-3.964351943459694638e+01,-1.499266565413992502e+01,0.000000000000000000e+00
-3.954941162366828422e+01,-1.510782121423974367e+01,0.000000000000000000e+00
-3.945447899105243295e+01,-1.522266143090522483e+01,0.000000000000000000e+00
-3.935872026627912845e+01,-1.533718341133426222e+01,0.000000000000000000e+00
-3.926213583715784239e+01,-1.545138225647768770e+01,0.000000000000000000e+00
-3.916472276357109195e+01,-1.556525696803679359e+01,0.000000000000000000e+00
-3.906648228265021316e+01,-1.567880160285363011e+01,0.000000000000000000e+00
-3.896741313354549163e+01,-1.579201313216135638e+01,0.000000000000000000e+00
-3.886751404517700337e+01,-1.590488848351364837e+01,0.000000000000000000e+00
-3.876678373681919965e+01,-1.601742454030618035e+01,0.000000000000000000e+00
-3.866522179058680564e+01,-1.612961718355176544e+01,0.000000000000000000e+00
-3.856282780432606216e+01,-1.624146226575727781e+01,0.000000000000000000e+00
-3.845960050806764485e+01,-1.635295656019975397e+01,0.000000000000000000e+00
-3.835553951436015296e+01,-1.646409584931260284e+01,0.000000000000000000e+00
-3.825064355690905415e+01,-1.657487682735998291e+01,0.000000000000000000e+00
-3.814491226502903487e+01,-1.668529520556806034e+01,0.000000000000000000e+00
-3.803834347038779384e+01,-1.679534853025977625e+01,0.000000000000000000e+00
-3.793093771720359797e+01,-1.690503149929483584e+01,0.000000000000000000e+00
-3.782269283342690613e+01,-1.701434156863548353e+01,0.000000000000000000e+00
-3.771360939630491771e+01,-1.712327337122332338e+01,0.000000000000000000e+00
-3.760368616390279328e+01,-1.723182335658673381e+01,0.000000000000000000e+00
-3.749292095421701276e+01,-1.733998883594094664e+01,0.000000000000000000e+00
-3.738131438931477390e+01,-1.744776433632750567e+01,0.000000000000000000e+00
-3.726886428960130360e+01,-1.755514707503000338e+01,0.000000000000000000e+00
-3.715557131575172889e+01,-1.766213151164848227e+01,0.000000000000000000e+00
-3.704143329308385546e+01,-1.776871476822361373e+01,0.000000000000000000e+00
-3.692644899068659470e+01,-1.787489301053467372e+01,0.000000000000000000e+00
-3.681061912290525129e+01,-1.798066058823686575e+01,0.000000000000000000e+00
-3.669394151878963584e+01,-1.808601447087275460e+01,0.000000000000000000e+00
-3.657641497058072844e+01,-1.819095068439798624e+01,0.000000000000000000e+00
-3.645804025190617637e+01,-1.829546346613617303e+01,0.000000000000000000e+00
-3.633881420723231770e+01,-1.839955049327662095e+01,0.000000000000000000e+00
-3.621873764169754395e+01,-1.850320591726839581e+01,0.000000000000000000e+00
-3.609780839350263903e+01,-1.860642643638712102e+01,0.000000000000000000e+00
-3.597602630756031772e+01,-1.870920697833026836e+01,0.000000000000000000e+00
-3.585339024125142515e+01,-1.881154328042955370e+01,0.000000000000000000e+00
-3.572989905982652914e+01,-1.891343102580725244e+01,0.000000000000000000e+00
-3.560555163722251848e+01,-1.901486584296694105e+01,0.000000000000000000e+00
-3.548034685688798362e+01,-1.911584330538877197e+01,0.000000000000000000e+00
-3.535428465136889287e+01,-1.921635810760974294e+01,0.000000000000000000e+00
-3.522736394188209630e+01,-1.931640572729712346e+01,0.000000000000000000e+00
-3.509958261200422669e+01,-1.941598239930033998e+01,0.000000000000000000e+00
-3.497094064644077349e+01,-1.951508266525629409e+01,0.000000000000000000e+00
-3.484143700478909977e+01,-1.961370183353336927e+01,0.000000000000000000e+00
-3.471107066117286877e+01,-1.971183515533195418e+01,0.000000000000000000e+00
-3.457984060513859959e+01,-1.980947782430643045e+01,0.000000000000000000e+00
-3.444774476650173511e+01,-1.990662576295613206e+01,0.000000000000000000e+00
-3.431478431528594086e+01,-2.000327246980640084e+01,0.000000000000000000e+00
-3.418095613550157452e+01,-2.009941453171744286e+01,0.000000000000000000e+00
-3.404626036371331566e+01,-2.019504612159593293e+01,0.000000000000000000e+00
-3.391069608049393480e+01,-2.029016213974388450e+01,0.000000000000000000e+00
-3.377426128554314744e+01,-2.038475818620256064e+01,0.000000000000000000e+00
-3.363695619420953875e+01,-2.047882827089368263e+01,0.000000000000000000e+00
-3.349877884113407589e+01,-2.057236786211245416e+01,0.000000000000000000e+00
-3.335972949898918927e+01,-2.066537085955326702e+01,0.000000000000000000e+00
-3.321980624146436867e+01,-2.075783259828236993e+01,0.000000000000000000e+00
-3.307900714839369982e+01,-2.084974832913759712e+01,0.000000000000000000e+00
-3.293733257104690892e+01,-2.094111176699485100e+01,0.000000000000000000e+00
-3.279478177189409394e+01,-2.103191730714549479e+01,0.000000000000000000e+00
-3.265135290097263976e+01,-2.112215999627044027e+01,0.000000000000000000e+00
-3.250704526594969224e+01,-2.121183408671647541e+01,0.000000000000000000e+00
-3.236185705473499041e+01,-2.130093446967470783e+01,0.000000000000000000e+00
-3.221578878130132750e+01,-2.138945455645081850e+01,0.000000000000000000e+00
-3.206883752979742042e+01,-2.147738978900234841e+01,0.000000000000000000e+00
-3.192100387867854039e+01,-2.156473344416108873e+01,0.000000000000000000e+00
-3.177228729130333207e+01,-2.165147943627754401e+01,0.000000000000000000e+00
-3.162268491844267970e+01,-2.173762295922562160e+01,0.000000000000000000e+00
-3.147219627184814073e+01,-2.182315776061444978e+01,0.000000000000000000e+00
-3.132082208774603771e+01,-2.190807686218830952e+01,0.000000000000000000e+00
-3.116855959558732891e+01,-2.199237520573906224e+01,0.000000000000000000e+00
-3.101540722439583675e+01,-2.207604696965179869e+01,0.000000000000000000e+00
-3.086136582493307046e+01,-2.215908495782072407e+01,0.000000000000000000e+00
-3.070643390673200201e+01,-2.224148320223046937e+01,0.000000000000000000e+00
-3.055061000819506489e+01,-2.232323564240222069e+01,0.000000000000000000e+00
-3.039389390928917223e+01,-2.240433550242048710e+01,0.000000000000000000e+00
-3.023628300865193452e+01,-2.248477717040956847e+01,0.000000000000000000e+00
-3.007777838045154084e+01,-2.256455308609851684e+01,0.000000000000000000e+00
-2.991837749649013745e+01,-2.264365745568473542e+01,0.000000000000000000e+00
-2.975808153309388260e+01,-2.272208257472825821e+01,0.000000000000000000e+00
-2.959688680905211910e+01,-2.279982305602547044e+01,0.000000000000000000e+00
-2.943479335964679677e+01,-2.287687161368255673e+01,0.000000000000000000e+00
-2.927180127882908778e+01,-2.295322089178619152e+01,0.000000000000000000e+00
-2.910790947578687948e+01,-2.302886403456576048e+01,0.000000000000000000e+00
-2.894311565610810888e+01,-2.310379465288360734e+01,0.000000000000000000e+00
-2.877742006223746429e+01,-2.317800511954432352e+01,0.000000000000000000e+00
-2.861082174482046270e+01,-2.325148828640481113e+01,0.000000000000000000e+00
-2.844331980532072635e+01,-2.332423690701149610e+01,0.000000000000000000e+00
-2.827491213320904251e+01,-2.339624417268654710e+01,0.000000000000000000e+00
-2.810560046279977442e+01,-2.346750155921780490e+01,0.000000000000000000e+00
-2.793538152625954041e+01,-2.353800258880894347e+01,0.000000000000000000e+00
-2.776425591223442169e+01,-2.360773908103607255e+01,0.000000000000000000e+00
-2.759222172530669681e+01,-2.367670380051245616e+01,0.000000000000000000e+00
-2.741927968488525380e+01,-2.374488837950567088e+01,0.000000000000000000e+00
-2.724542801535650938e+01,-2.381228536679303787e+01,0.000000000000000000e+00
-2.707066499327588360e+01,-2.387888718147688039e+01,0.000000000000000000e+00
